Year,Median Household Income,Median Household Income Margin of Error,County,ID Geography,Slug County
2016,47278,3448.9999999999995,Inyo County,05000US06027,inyo-county-ca
2016,49788,909.0,Kern County,05000US06029,kern-county-ca
2016,47241,1395.0,Kings County,05000US06031,kings-county-ca
2016,36132,2745.0,Lake County,05000US06033,lake-county-ca
2016,51457,2483.0,Lassen County,05000US06035,lassen-county-ca
2016,57952,331.0,Los Angeles County,05000US06037,los-angeles-county-ca
2016,45742,1704.0,Madera County,05000US06039,madera-county-ca
2016,100310,1876.0,Marin County,05000US06041,marin-county-ca
2016,49265,3372.0,Mariposa County,05000US06043,mariposa-county-ca
2016,43510,1518.0,Mendocino County,05000US06045,mendocino-county-ca
2016,44397,1141.0,Merced County,05000US06047,merced-county-ca
2016,41194,3818.0,Modoc County,05000US06049,modoc-county-ca
2016,58937,6409.0,Mono County,05000US06051,mono-county-ca
2016,60889,992.0,Monterey County,05000US06053,monterey-county-ca
2016,74609,1865.0,Napa County,05000US06055,napa-county-ca
2016,57429,2569.0,Nevada County,05000US06057,nevada-county-ca
2016,78145,490.0,Orange County,05000US06059,orange-county-ca
2016,76926,1293.0,Placer County,05000US06061,placer-county-ca
2016,50125,3068.0,Plumas County,05000US06063,plumas-county-ca
2016,57972,542.0,Riverside County,05000US06065,riverside-county-ca
2016,57509,578.0,Sacramento County,05000US06067,sacramento-county-ca
2016,73814,3746.0,San Benito County,05000US06069,san-benito-county-ca
2016,54469,559.0,San Bernardino County,05000US06071,san-bernardino-county-ca
2016,66529,460.0,San Diego County,05000US06073,san-diego-county-ca
2016,87701,1447.0,San Francisco County,05000US06075,san-francisco-county-ca
2016,55045,896.0,San Joaquin County,05000US06077,san-joaquin-county-ca
2016,64014,1807.0,San Luis Obispo County,05000US06079,san-luis-obispo-county-ca
2016,98546,1232.0,San Mateo County,05000US06081,san-mateo-county-ca
2016,65161,1202.0,Santa Barbara County,05000US06083,santa-barbara-county-ca
2016,101173,661.0,Santa Clara County,05000US06085,santa-clara-county-ca
2016,70088,1935.0,Santa Cruz County,05000US06087,santa-cruz-county-ca
2016,45582,963.0,Shasta County,05000US06089,shasta-county-ca
2016,43984,11767.0,Sierra County,05000US06091,sierra-county-ca
2016,38524,2078.0,Siskiyou County,05000US06093,siskiyou-county-ca
2016,69227,1596.0,Solano County,05000US06095,solano-county-ca
2016,66833,1161.0,Sonoma County,05000US06097,sonoma-county-ca
2016,51591,797.0,Stanislaus County,05000US06099,stanislaus-county-ca
2016,52943,1645.0,Sutter County,05000US06101,sutter-county-ca
2016,40687,2118.0,Tehama County,05000US06103,tehama-county-ca
2016,35270,3838.0,Trinity County,05000US06105,trinity-county-ca
2016,42789,1042.0,Tulare County,05000US06107,tulare-county-ca
2016,50731,1795.0,Tuolumne County,05000US06109,tuolumne-county-ca
2016,78593,962.0,Ventura County,05000US06111,ventura-county-ca
2016,57663,1664.0,Yolo County,05000US06113,yolo-county-ca
2016,48739,2031.0,Yuba County,05000US06115,yuba-county-ca
2015,75619,613.0,Alameda County,05000US06001,alameda-county-ca
2015,52917,13603.0,Alpine County,05000US06003,alpine-county-ca
2015,54171,4208.0,Amador County,05000US06005,amador-county-ca
2015,43444,1068.0,Butte County,05000US06007,butte-county-ca
2015,53233,3774.000000000001,Calaveras County,05000US06009,calaveras-county-ca
2015,52168,2583.0,Colusa County,05000US06011,colusa-county-ca
2015,80185,827.0,Contra Costa County,05000US06013,contra-costa-county-ca
2015,40847,4369.0,Del Norte County,05000US06015,del-norte-county-ca
2015,69584,1835.0,El Dorado County,05000US06017,el-dorado-county-ca
2015,45233,692.0,Fresno County,05000US06019,fresno-county-ca
2015,39349,4204.0,Glenn County,05000US06021,glenn-county-ca
2015,42197,1183.0,Humboldt County,05000US06023,humboldt-county-ca
2015,41079,1556.0,Imperial County,05000US06025,imperial-county-ca
2015,45955,2280.0,Inyo County,05000US06027,inyo-county-ca
2015,49026,865.0000000000001,Kern County,05000US06029,kern-county-ca
2015,46481,1200.0,Kings County,05000US06031,kings-county-ca
2015,35578,2034.0,Lake County,05000US06033,lake-county-ca
2015,51555,2789.0,Lassen County,05000US06035,lassen-county-ca
2015,56196,270.0,Los Angeles County,05000US06037,los-angeles-county-ca
2015,45073,1837.0,Madera County,05000US06039,madera-county-ca
2015,93257,2610.0,Marin County,05000US06041,marin-county-ca
2015,47681,4294.0,Mariposa County,05000US06043,mariposa-county-ca
2015,42980,1757.0,Mendocino County,05000US06045,mendocino-county-ca
2015,42462,1214.0,Merced County,05000US06047,merced-county-ca
2015,37860,4210.0,Modoc County,05000US06049,modoc-county-ca
2015,56944,10734.0,Mono County,05000US06051,mono-county-ca
2015,58783,1121.0,Monterey County,05000US06053,monterey-county-ca
2015,71379,2063.0,Napa County,05000US06055,napa-county-ca
2015,56521,2539.0,Nevada County,05000US06057,nevada-county-ca
2015,76509,426.0,Orange County,05000US06059,orange-county-ca
2015,73948,1220.0,Placer County,05000US06061,placer-county-ca
2015,47333,3575.0,Plumas County,05000US06063,plumas-county-ca
2015,56603,478.0,Riverside County,05000US06065,riverside-county-ca
2015,55987,594.0,Sacramento County,05000US06067,sacramento-county-ca
2015,71077,2019.0,San Benito County,05000US06069,san-benito-county-ca
2015,53433,571.0,San Bernardino County,05000US06071,san-bernardino-county-ca
2015,64309,514.0,San Diego County,05000US06073,san-diego-county-ca
2015,81294,1099.0,San Francisco County,05000US06075,san-francisco-county-ca
2015,53274,946.0,San Joaquin County,05000US06077,san-joaquin-county-ca
2015,60691,1137.0,San Luis Obispo County,05000US06079,san-luis-obispo-county-ca
2015,93623,1412.0,San Mateo County,05000US06081,san-mateo-county-ca
2015,63985,1293.0,Santa Barbara County,05000US06083,santa-barbara-county-ca
2015,96310,783.0,Santa Clara County,05000US06085,santa-clara-county-ca
2015,67256,1534.0,Santa Cruz County,05000US06087,santa-cruz-county-ca
2015,44620,1209.0,Shasta County,05000US06089,shasta-county-ca
2015,42833,8464.0,Sierra County,05000US06091,sierra-county-ca
2015,37170,1701.9999999999998,Siskiyou County,05000US06093,siskiyou-county-ca
2015,66828,1238.0,Solano County,05000US06095,solano-county-ca
2015,64240,1224.0,Sonoma County,05000US06097,sonoma-county-ca
2015,50125,718.0,Stanislaus County,05000US06099,stanislaus-county-ca
2015,52017,1350.0,Sutter County,05000US06101,sutter-county-ca
2015,41001,2564.0,Tehama County,05000US06103,tehama-county-ca
2015,34974,4081.0,Trinity County,05000US06105,trinity-county-ca
2015,42031,920.0,Tulare County,05000US06107,tulare-county-ca
2015,50306,2202.0,Tuolumne County,05000US06109,tuolumne-county-ca
2015,77348,954.0,Ventura County,05000US06111,ventura-county-ca
2015,54989,1553.0,Yolo County,05000US06113,yolo-county-ca
2015,46892,1931.0,Yuba County,05000US06115,yuba-county-ca
2014,73775,762.0,Alameda County,05000US06001,alameda-county-ca
2014,61343,4265.0,Alpine County,05000US06003,alpine-county-ca
2014,52964,3595.0,Amador County,05000US06005,amador-county-ca
2014,43165,1130.0,Butte County,05000US06007,butte-county-ca
2014,54936,3175.0,Calaveras County,05000US06009,calaveras-county-ca
2014,50503,3403.0,Colusa County,05000US06011,colusa-county-ca
2014,79799,955.0,Contra Costa County,05000US06013,contra-costa-county-ca
2014,39302,4825.0,Del Norte County,05000US06015,del-norte-county-ca
2014,68507,2109.0,El Dorado County,05000US06017,el-dorado-county-ca
2014,45201,713.0,Fresno County,05000US06019,fresno-county-ca
2014,40106,4665.0,Glenn County,05000US06021,glenn-county-ca
2014,42153,1275.0,Humboldt County,05000US06023,humboldt-county-ca
2014,41772,1696.0,Imperial County,05000US06025,imperial-county-ca
2014,45625,2684.0,Inyo County,05000US06027,inyo-county-ca
2014,48574,913.0,Kern County,05000US06029,kern-county-ca
2014,47341,1550.0,Kings County,05000US06031,kings-county-ca
2014,35997,2154.0,Lake County,05000US06033,lake-county-ca
2014,53351,3363.0,Lassen County,05000US06035,lassen-county-ca
2014,55870,244.0,Los Angeles County,05000US06037,los-angeles-county-ca
2014,45490,1912.0,Madera County,05000US06039,madera-county-ca
2014,91529,2681.0,Marin County,05000US06041,marin-county-ca
2014,50560,3962.0,Mariposa County,05000US06043,mariposa-county-ca
2014,43290,1704.0,Mendocino County,05000US06045,mendocino-county-ca
2014,43066,1381.0,Merced County,05000US06047,merced-county-ca
2014,38560,3271.0,Modoc County,05000US06049,modoc-county-ca
2014,61814,5460.0,Mono County,05000US06051,mono-county-ca
2014,58582,983.0,Monterey County,05000US06053,monterey-county-ca
2014,70925,2288.0,Napa County,05000US06055,napa-county-ca
2014,56949,2464.0,Nevada County,05000US06057,nevada-county-ca
2014,75998,548.0,Orange County,05000US06059,orange-county-ca
2014,73747,1204.0,Placer County,05000US06061,placer-county-ca
2014,48032,3968.0,Plumas County,05000US06063,plumas-county-ca
2014,56592,523.0,Riverside County,05000US06065,riverside-county-ca
2014,55615,606.0,Sacramento County,05000US06067,sacramento-county-ca
2014,67874,2626.0,San Benito County,05000US06069,san-benito-county-ca
2014,54100,452.0,San Bernardino County,05000US06071,san-bernardino-county-ca
2014,63996,576.0,San Diego County,05000US06073,san-diego-county-ca
2014,78378,1490.0,San Francisco County,05000US06075,san-francisco-county-ca
2014,53253,679.0,San Joaquin County,05000US06077,san-joaquin-county-ca
2014,59454,1455.0,San Luis Obispo County,05000US06079,san-luis-obispo-county-ca
2014,91421,1320.0,San Mateo County,05000US06081,san-mateo-county-ca
2014,63409,1372.0,Santa Barbara County,05000US06083,santa-barbara-county-ca
2014,93854,745.0,Santa Clara County,05000US06085,santa-clara-county-ca
2014,66923,1815.0,Santa Cruz County,05000US06087,santa-cruz-county-ca
2014,44556,1108.0,Shasta County,05000US06089,shasta-county-ca
2014,43107,7027.000000000001,Sierra County,05000US06091,sierra-county-ca
2014,37495,1719.0,Siskiyou County,05000US06093,siskiyou-county-ca
2014,67341,1369.0,Solano County,05000US06095,solano-county-ca
2014,63799,1179.0,Sonoma County,05000US06097,sonoma-county-ca
2014,49573,1110.0,Stanislaus County,05000US06099,stanislaus-county-ca
2014,51527,1534.0,Sutter County,05000US06101,sutter-county-ca
2014,42369,1978.0,Tehama County,05000US06103,tehama-county-ca
2014,36862,5463.0,Trinity County,05000US06105,trinity-county-ca
2014,42863,901.0,Tulare County,05000US06107,tulare-county-ca
2014,48493,1823.0,Tuolumne County,05000US06109,tuolumne-county-ca
2014,77335,779.0,Ventura County,05000US06111,ventura-county-ca
2014,55508,1754.0,Yolo County,05000US06113,yolo-county-ca
2014,45470,1777.0,Yuba County,05000US06115,yuba-county-ca
2013,72112,791.0,Alameda County,05000US06001,alameda-county-ca
2013,58636,4440.0,Alpine County,05000US06003,alpine-county-ca
2013,53684,3619.0,Amador County,05000US06005,amador-county-ca
2013,43752,1016.0,Butte County,05000US06007,butte-county-ca
2013,55295,2657.0,Calaveras County,05000US06009,calaveras-county-ca
2013,52158,3015.0,Colusa County,05000US06011,colusa-county-ca
2013,78756,1124.0,Contra Costa County,05000US06013,contra-costa-county-ca
2013,37909,4058.000000000001,Del Norte County,05000US06015,del-norte-county-ca
2013,69297,2006.0,El Dorado County,05000US06017,el-dorado-county-ca
2013,45563,638.0,Fresno County,05000US06019,fresno-county-ca
2013,43023,4770.0,Glenn County,05000US06021,glenn-county-ca
2013,41426,1300.0,Humboldt County,05000US06023,humboldt-county-ca
2013,41807,1164.0,Imperial County,05000US06025,imperial-county-ca
2013,44796,2174.0,Inyo County,05000US06027,inyo-county-ca
2013,48552,697.0,Kern County,05000US06029,kern-county-ca
2013,48133,1384.0,Kings County,05000US06031,kings-county-ca
2013,36548,2344.0,Lake County,05000US06033,lake-county-ca
2013,53107,2579.0,Lassen County,05000US06035,lassen-county-ca
2013,55909,256.0,Los Angeles County,05000US06037,los-angeles-county-ca
2013,45625,2264.0,Madera County,05000US06039,madera-county-ca
2013,90839,2396.0,Marin County,05000US06041,marin-county-ca
2013,49820,5755.0,Mariposa County,05000US06043,mariposa-county-ca
2013,43469,1647.0,Mendocino County,05000US06045,mendocino-county-ca
2013,42591,1310.0,Merced County,05000US06047,merced-county-ca
2013,36212,4104.0,Modoc County,05000US06049,modoc-county-ca
2013,61757,6003.0,Mono County,05000US06051,mono-county-ca
2013,59168,1037.0,Monterey County,05000US06053,monterey-county-ca
2013,70443,1994.0,Napa County,05000US06055,napa-county-ca
2013,57353,2119.0,Nevada County,05000US06057,nevada-county-ca
2013,75422,509.0,Orange County,05000US06059,orange-county-ca
2013,72725,1421.0,Placer County,05000US06061,placer-county-ca
2013,45794,3583.0,Plumas County,05000US06063,plumas-county-ca
2013,56529,574.0,Riverside County,05000US06065,riverside-county-ca
2013,55064,512.0,Sacramento County,05000US06067,sacramento-county-ca
2013,66237,3175.0,San Benito County,05000US06069,san-benito-county-ca
2013,54090,511.00000000000006,San Bernardino County,05000US06071,san-bernardino-county-ca
2013,62962,410.0,San Diego County,05000US06073,san-diego-county-ca
2013,75604,976.0,San Francisco County,05000US06075,san-francisco-county-ca
2013,53380,761.0,San Joaquin County,05000US06077,san-joaquin-county-ca
2013,58697,1282.0,San Luis Obispo County,05000US06079,san-luis-obispo-county-ca
2013,88202,1719.0,San Mateo County,05000US06081,san-mateo-county-ca
2013,62779,1294.0,Santa Barbara County,05000US06083,santa-barbara-county-ca
2013,91702,705.0,Santa Clara County,05000US06085,santa-clara-county-ca
2013,66519,1915.0,Santa Cruz County,05000US06087,santa-cruz-county-ca
2013,44651,1324.0,Shasta County,05000US06089,shasta-county-ca
2013,39009,7590.999999999999,Sierra County,05000US06091,sierra-county-ca
2013,37709,1621.0,Siskiyou County,05000US06093,siskiyou-county-ca
2013,67177,1361.0,Solano County,05000US06095,solano-county-ca
2013,63356,1036.0,Sonoma County,05000US06097,sonoma-county-ca
2013,49297,890.0,Stanislaus County,05000US06099,stanislaus-county-ca
2013,50408,1606.0,Sutter County,05000US06101,sutter-county-ca
2013,41924,2013.0,Tehama County,05000US06103,tehama-county-ca
2013,36890,4322.0,Trinity County,05000US06105,trinity-county-ca
2013,42708,896.0,Tulare County,05000US06107,tulare-county-ca
2013,48426,1886.0,Tuolumne County,05000US06109,tuolumne-county-ca
2013,76544,758.0,Ventura County,05000US06111,ventura-county-ca
2013,55918,2010.0,Yolo County,05000US06113,yolo-county-ca
2013,44902,2025.0,Yuba County,05000US06115,yuba-county-ca
